Fe1,Fe2,Fe3,Fe4,Fe5,Fe6,Fe7,Fe8,Fe9,Fe10,Fe11,Fe12,Target
14.4137819082888,-8.199169100871865,3.885120021352792,6.718397789730688,12.109939951936836,-9.902588371357032,-6.196701246910307,-2.9961833467737256,-5.07570589823195,-6.420354383244227,-9.05794671349738,-8.62837706859135,0.0
14.41557206482761,-15.307735879889757,1.5717040844312349,0.3779969503837199,7.287974839638218,-8.220627995948863,-0.7694980955747713,6.849610338408239,2.7705658490224763,-1.4375321666189314,-3.543523854777372,-7.941894964000953,1.0
13.90812125882737,-11.797693680318885,7.275871337227199,6.023850711729072,12.15706966157005,-4.866129759705573,-0.4622790311656482,3.0641639671764564,-2.7472906929900347,-8.271463473648685,-7.122741875499094,-7.560491445331054,2.0
15.10331671018868,-13.682850902037782,-6.061111584695207,4.211410275043355,11.288848953927124,-13.79220789590548,-0.1115074322202003,7.866916765677535,0.1637921323158423,0.931805179325834,-1.9474439426789183,-6.0828832915158,3.0
15.96604001333455,-15.546300299271763,-15.993245705615092,5.467311679585927,16.544900924611873,-15.342811165724726,2.14348991977262,9.86223304343524,-2.4558747885940084,-0.4801863445604736,2.9817162761814844,-2.91498450223646,4.0
14.824999835200035,-17.263433152485288,-0.6817267580788463,1.9449662175165985,7.53681034947058,-8.60150723335459,0.7827373833506236,6.715660144993998,3.892674022503568,-1.0157385950602245,-3.316958264681213,-3.7224217450498553,5.0
15.69851403965013,-17.38541259208861,-3.239656050984257,8.721126969043818,10.09851203571382,-9.795829800009464,5.10444855987492,6.592386033369908,0.775400968636164,1.733579402802427,-3.332061385838483,-4.638896259093657,6.0
13.955453372614304,-16.942321017000026,3.302763886602245,4.24725821137963,5.014390977290852,-6.754114288793302,4.564969626629289,1.8169315977803333,-2.203578779083168,0.0497271153230241,-2.8254961554699816,-3.3334678135831592,7.0
14.425337758941287,-13.410237679427205,6.798698858892641,5.816270208950924,10.890022966387432,-3.628727341327177,0.3688282657162535,2.6109935879236468,-0.117234825412649,-3.3049187888341414,-4.236842299273854,-5.355652522604053,8.0
15.730067377409243,-16.542486327435196,-6.745790294233245,4.969890366445283,14.715750576421383,-10.80989200411345,1.8331622369420373,6.937697992460544,-0.6009023054182496,-0.2228617765846992,-1.2048474349420375,-5.994996833258699,9.0
14.794803849334834,-10.43087420341645,6.253929787603877,7.065379505049989,11.01983372288122,-9.015577447203931,-2.1633194312987274,2.631861563733242,-2.723478833731206,-5.24174469191797,-4.529727024024241,-3.2780888646601967,0.0
14.392063963658998,-14.310946766473288,6.206255792748598,2.2465631415221563,8.792787246527178,-4.9702482911678745,0.3474514454450709,4.770562910912431,-0.7315865564386493,-3.3691797046802274,-1.778908701993222,-4.392574667572204,1.0
13.773654296496074,-12.5821510282674,8.054684198957185,5.727175816661155,12.459441819886887,-2.0892534201105337,-0.0057980230825504,3.036730383520268,-2.387928147889035,-7.705191423606301,-5.463920094070679,-4.436625361347439,2.0
14.587669298074305,-14.139725684444349,6.437950407478908,1.3666302938912382,6.6971969317898745,-6.31473500811008,0.0654599410089253,6.33301259541191,3.673925784762244,1.379369078585429,-2.5346615074350893,-6.688337210946117,3.0
13.98574201975645,-16.387260753973774,4.667346406483999,2.689190054014044,6.999709465381438,-5.862761864725822,2.6742548317458814,4.2452290333262654,-0.9075225910912126,-1.5602611543838838,-1.3971807981689817,-4.337474610000458,4.0
14.848327693044828,-17.443176398147266,2.511512500286429,4.659214742843403,7.169533540526785,-6.320530534933866,2.036142395463176,3.877202748199336,-0.9313410732333522,-3.274698237456511,-3.627836571816717,-4.951907722292729,5.0
15.839134120601477,-17.72836714644266,1.373637538405659,10.551173154399894,8.388677762352351,-7.342376958982859,4.627086867911904,1.2382771102583234,-3.710045603802896,-2.9324586531158108,-6.569464945861076,-4.379775285078417,6.0
13.436121549042996,-13.097896163099106,0.6657206756324459,3.979553161288907,9.693293146977217,-4.622414361075964,2.528579368215457,-0.0241481960151164,-6.020006004889637,-2.264241242406489,-2.116466461393141,-1.7752838616810722,7.0
14.703354433604256,-13.585368872821372,7.824959071591398,6.249020340720751,12.579442344513858,0.3941093939666041,2.181932171382579,2.9732003081838907,-0.5571447784544682,-4.170171761766761,-3.0910533884687084,-2.939189289474393,8.0
15.399011464555048,-17.066365394539755,5.3278153102923,1.9301203305243897,6.818386757958198,-5.832093593676786,0.7255770915768239,3.5284439475352856,-0.6219335601686523,-3.383988351022972,-4.725287712914541,-6.919949276351032,9.0
14.787958389276366,-9.279015519966748,7.140361775679657,7.294544694288091,9.361901427082056,-8.831712610124539,-4.537802046926178,-7.565331246586787,-11.505281870259038,-7.646365141325397,-7.5258076619459935,-8.634302323326228,0.0
14.29441260803432,-7.564583533854867,1.5055678415627285,1.427118977890289,11.045868520331595,-12.359575484301844,-3.5177447272965634,6.817512502981036,0.151713175125652,-2.0484695056147726,-4.290777572435673,-5.699550087566711,1.0
13.86238679657321,-10.516163512431902,7.04372288333411,5.645441488405927,12.680532975961802,-3.614620437525748,-0.7167269072884223,0.9979813795960912,-2.3762247082775074,-6.512678235678521,-7.567506402698735,-5.609539823938455,2.0
14.231518439361654,-12.482254506665594,5.956366184015463,2.041379585684437,7.210768696040639,-7.814892105027163,-1.4716216384454617,5.970805931473011,4.31387247702814,1.9367205300241728,-5.044194489283346,-7.080353221955669,3.0
14.007223439563866,-16.514355696500147,6.311892616530668,2.794739341893284,7.449698041192362,-3.0997297765006104,2.6008735897160267,4.3697275202522,1.806462120661686,0.5685647452874691,1.484635346044733,-1.4230774732501497,4.0
15.838285362731847,-19.121541420392543,2.44364775317103,4.067909767463166,5.882417531478966,-5.933052390633833,2.8512469255525126,6.634836872033396,3.9185885642260847,0.3810454632535571,-2.210985813792389,-4.168202465183447,5.0
15.108417093334472,-17.818463002850066,1.1024719126727582,10.348224654704746,9.180384828566927,-6.598116197217136,6.099333385507994,3.5065170230823903,-1.720941025513245,0.641282557066823,-2.237469162078069,-2.382657376316646,6.0
14.44100304503309,-18.377350960443664,3.140260516715172,4.986454336650329,6.676877996616508,-4.938090296060059,4.368960750033782,2.2889757007987592,-2.611705198474389,-1.6541641948078676,-3.36105304033111,-3.046288796296235,7.0
14.380498788234547,-12.06322580494119,6.050587906173767,5.696259892480232,12.797551840544475,-2.4268265085044893,0.2271818941508628,0.9607671445708904,-2.1478457424776574,-3.815291416399732,-5.8449719774814,-5.400655117697857,8.0
15.822812441829011,-17.3657682756999,4.711001977035693,2.478766423252111,6.565617495958025,-5.105894583822569,1.1458196917629966,4.2125937312647,2.288377679852847,-1.5022333628261482,-3.478118920669287,-5.163779254768996,9.0
14.872376582376004,-9.441530549279976,9.672421200988191,7.208034733892298,8.76623419178615,-8.965049723644995,-4.24022762217473,-1.0305003931810544,-2.2811406093542868,-4.409502045374962,-7.599619817163765,-7.003296804677468,0.0
15.05425596201351,-15.566932709237804,6.368358195571497,1.6033425585729333,8.063651946293472,-3.89035347529804,-0.9398552955010568,4.186792532528807,1.318984598330716,-2.825793218076073,-3.764098130071866,-6.15848203853573,1.0
14.393213432195454,-9.954680423801983,6.01586506538768,5.069454288811962,14.897380176758393,-1.5334608985055354,-0.1347999114381766,3.001375708563891,-2.709393934646996,-7.5316394200262335,-6.851910543760784,-6.551822790382889,2.0
15.287647749147988,-11.97092482307866,7.030689091715631,3.596268793362282,9.553981566390927,-4.686070349983318,0.9150587547666542,7.357234250747141,4.427933130056247,1.2393355904062224,-1.99432272870966,-4.075667444276406,3.0
13.803962742778545,-11.947759884497652,5.433979465328773,2.871727009520199,7.484825025543047,-7.4999091681230174,-0.9006830766271815,-1.0043240560429103,-6.820630214279583,-5.000112811696551,-3.669674809242136,-5.7414171067994895,4.0
16.33249236482361,-16.927287649736932,4.77816064979755,6.3859109201029245,7.395880188456346,-4.815031300346801,3.5822036182272496,5.885354934538897,1.747611694989217,-0.4938273294752746,-3.852938840604213,-5.781321212489614,5.0
15.066295699077358,-11.374056918210508,0.8621069764840266,16.71242519783485,16.884767206204483,-5.874584088751435,4.392704921216863,-0.6644700742346019,-4.608079694023616,-6.770323245894947,-11.689705113546022,-5.847547688380269,6.0
15.311316982731084,-13.78660898648719,6.685545708549271,8.128079848309955,9.432414098863052,-4.632093654305094,4.841746390273964,5.205612888222731,-2.952070037477153,-4.914179163862339,-5.44906275856653,-6.702433846000763,7.0
14.610997741468204,-11.323769152188502,6.788204144380373,6.654510675038071,13.958112999631773,-1.7946021331721498,0.7081991073778524,1.311323897982548,-1.80559323506332,-5.322840351126556,-7.095073777309541,-4.176251641319676,8.0
16.21237684655851,-17.340896337868486,3.5271858180112066,0.6801233029969762,5.100991878629779,-7.064429184149116,-0.902086555697794,2.485346041932744,0.3723190755351854,-3.615166735092298,-4.907286471355009,-7.013959711981276,9.0
14.378107655105124,-9.321745451511898,7.228886981991515,6.549179144389426,10.173547528856314,-10.6708682956101,-6.283860372727966,-2.276357851251269,-6.57869248967013,-9.436057057730102,-8.714019709273913,-9.714574783065627,0.0
15.413100383283858,-16.94087764827093,6.900515693364186,1.0456857817356453,6.176513773280244,-4.781395473960885,-2.0216332887453627,1.3802622602239571,-0.8051834833992597,-4.470020682420374,-5.871807648186529,-8.47408707262283,1.0
14.753845476970453,-13.186738435628556,7.283521018496248,4.34491254852839,10.503151858901695,-4.681775308687395,-2.427293370577598,1.1614578238409676,-4.547980021779401,-9.17390337358035,-7.007589109297977,-7.417462050927457,2.0
15.534179716498189,-15.604137218546184,4.592801097249144,1.5457205588089715,6.550563053102535,-8.120358900126853,-1.700989515558212,4.293670786195108,1.4078209164808573,-0.0334080677329213,-3.526654094145023,-6.968777828534361,3.0
15.066261765867871,-14.642118250189858,5.916026064665658,1.547997060501627,7.665664387438717,-4.089822267629532,0.1948898290162021,2.911253531772989,-1.9887885718480696,-2.3173707501500647,-0.1338676706453254,-3.19650499930376,4.0
16.802626171968374,-19.406252033990903,0.0162469388080789,3.229083344321612,6.020343728245767,-8.627546276047688,0.0282041335630366,5.381710943125739,0.2835647895555308,-2.4130847977605736,-1.990184820351813,-4.558269220596563,5.0
16.557070977278286,-16.902659335977873,0.0938274628321832,13.26712644000145,11.974052909386806,-9.114689121913637,6.778187907925877,4.288935066591835,-6.228536844343807,-2.022881369855325,-4.523761291380894,-4.092734693026086,6.0
15.38268223487704,-18.99890617775792,3.4349314302146183,2.4132451533325265,4.549695549559355,-6.144094956686372,2.31400307800317,3.889115841003926,-1.7840664399373114,-2.0872726891317046,-2.126828331143933,-3.939966142159972,7.0
14.499538076027603,-12.50794981910768,4.90001609188893,4.620219687606714,13.58081765877661,-2.459699015210503,-1.520984780532629,2.13509515558496,-2.686750087362681,-7.050909870611815,-4.448395855243638,-2.9489481400659314,8.0
16.029668308077333,-18.245038253356043,2.4510886235101275,0.2040224670519116,5.784585485979281,-7.874379019248124,-1.3415268232863156,3.198530361401186,-1.2535243816077943,-3.6410136572937697,-5.044098631613284,-6.431888348368127,9.0
15.388334814372769,-11.741300337984256,6.1652968428852,6.204140374475644,9.173682591548417,-10.104998742222069,-4.8827714532937225,0.7133661799581955,-2.811550582822633,-7.422052649294947,-6.830390550684877,-6.436979983610283,0.0
15.60213818821419,-17.6263661011333,4.973106592568761,0.8147158268219108,5.847657306287119,-7.0910471048431925,-1.7072823078184045,3.649966981837356,0.212832715946698,-2.495374252034818,-3.49548410976437,-7.133246783270885,1.0
14.62613791958474,-14.318674509294588,7.691888660986401,2.0225677693686324,7.609413793903168,-4.560857464449207,-2.527196035316285,1.318868775401782,-2.893482381539558,-7.311903726541434,-6.231822285298061,-8.038513302364622,2.0
15.305161368067846,-13.547716225611106,3.260061252063048,2.1067599304333418,6.413839174897763,-10.873640170837692,-1.7308350672398245,5.025564580720175,0.8666876221440412,-0.420807567589454,-3.298263631011463,-7.528220269136522,3.0
13.890750553822402,-14.800061301523431,-4.100205615901579,0.3454456325722768,9.048048905358302,-10.12882839465006,-0.6403736593188938,7.161618221391323,-2.962338229618942,-3.5660062394250507,1.284456049682612,-1.8004457613112834,4.0
16.162922782742463,-20.1747503749532,-1.3549066314786944,4.2963786930897765,5.685814412192845,-8.16708992315729,2.847307884679024,4.317897339212256,-0.6836694633170269,-0.3499267648246097,-4.669083190034179,-3.515015903874621,5.0
15.90042582126902,-16.949797661860966,-0.1107416139229733,11.173986230206255,9.424143663112869,-6.483681501050403,6.531168512196632,2.4710274940556407,-3.472519440054884,0.1019769020424188,-3.398632268764987,-2.4708903605508685,6.0
14.736216487120856,-17.828504089108336,-3.383025104517357,4.601241667884315,7.589848414226475,-7.321601723918468,2.581151803524969,0.7396752382980123,-5.552744457832429,-0.6848659498106011,-2.373996639097872,-1.4737729553927408,7.0
14.63226919011422,-13.05928578165572,3.5851681873454364,4.826005534788696,12.272051396599029,-3.0165411588534585,0.4077836182265498,1.944417302256827,-3.294848411659836,-4.85266383214574,-2.852113778265005,-2.205338949579542,8.0
15.82739755973709,-16.880255759665733,4.225572026102947,2.321756251551838,7.936294034182246,-5.5013861994673565,1.9447476670356072,5.138674896577748,-0.0391592009683529,-3.065112436668936,-4.431191600284657,-5.938425673172176,9.0
14.37008965193886,-11.275932357279537,7.724541839159321,5.1780273512656425,8.649043447328568,-8.493747055937737,-4.60137017377145,1.741661529419971,-2.465146652808593,-7.35902469386769,-7.696339096438193,-6.667656949838168,0.0
14.39497438743397,-13.674262505267448,5.023853333753444,0.0103429527352152,6.715697739157369,-6.595683608045951,-0.3929647639667476,6.0584506709717045,1.6551951442568982,-1.7286754058766531,-2.115100466491686,-6.497436309241707,1.0
14.84458161161528,-14.508476354136468,7.826208895457173,3.620878024990968,9.09256415688767,-4.562991731920881,-1.8504030743763304,1.9929031541209543,-4.265984668713838,-10.385279167802342,-8.132060941169314,-8.562197750038072,2.0
15.721625284724349,-15.592152089981912,1.859478332956064,0.8059586391382993,6.011497744995459,-10.295028614025531,-0.90623229455073,5.943900699419847,1.4613815591135093,-0.3852083484748332,-4.877039733077383,-9.02374327721504,3.0
13.51843051690197,-10.312627001464753,-7.22762365288064,-0.6106274136845012,9.555479299550544,-12.329307972106658,0.8034471613340176,5.0084687773932375,-9.915484601808672,-8.283696941087943,-1.0243951765715154,-4.121446745669337,4.0
15.705088168549194,-19.538890639230928,-1.3999372010248856,1.100465161816543,6.437870840384404,-7.834211770058927,0.5802412511863233,5.931085242580769,1.6811734120669997,-1.7937258838526555,-3.307674127291829,-3.919726267638533,5.0
15.495299543016491,-20.134337873118884,-0.6174538281771229,8.643784657175207,8.81152690052541,-7.743276775824277,3.0881326157713267,3.1056707144668003,-3.220254317912745,-3.0374603540832723,-5.245826198388598,-4.35896338510893,6.0
15.096735119227237,-19.4654999580876,2.689860649715788,1.759629982095616,4.569211933713127,-6.391092129245256,2.652615005276413,3.782567086917191,-1.882657215606836,-2.0326455696222734,-1.290647229875041,-4.274418871818427,7.0
15.08062733286626,-12.54834567362828,4.315039882169748,4.319341510166737,13.574483717257287,-3.166999600148658,-2.935563038106268,-0.5388556988667957,-5.065367086939959,-10.244208671994407,-6.195353318931264,-3.8261922280914336,8.0
15.030563432171803,-17.296184150456877,0.4509820603396599,1.3569695093071177,9.989315071872625,-7.581626576627455,0.4652205520680602,5.250452964766563,-1.7711659196198994,-3.70963119497158,-4.992641258915223,-5.803282849888394,9.0
